0.75,0.1,0.005,70
-0.0267,-6.2832,168.5545,0.1845
-0.0267,-4.7124,159.637,0.1449
-0.0267,-3.1416,153.2919,0.0968
-0.0267,-1.5708,148.6173,0.0437
-0.0267,0,145.0744,-0.0124
-0.0267,1.5708,142.3253,-0.0704
-0.0267,3.1416,140.1494,-0.1297
-0.0267,4.7124,138.3978,-0.1899
-0.0267,6.2832,136.9669,-0.2507
-0.02,-6.2832,134.8705,0.1431
-0.02,-4.7124,127.4466,0.116
-0.02,-3.1416,122.1644,0.0758
-0.02,-1.5708,118.2728,0.028
-0.02,0,115.3233,-0.0244
-0.02,1.5708,113.0347,-0.0798
-0.02,3.1416,111.2232,-0.1372
-0.02,4.7124,109.765,-0.196
-0.02,6.2832,108.5738,-0.2557
-0.0133,-6.2832,101.5656,0.1091
-0.0133,-4.7124,95.5547,0.0922
-0.0133,-3.1416,91.2778,0.0585
-0.0133,-1.5708,88.1269,0.0151
-0.0133,0,85.7388,-0.0343
-0.0133,1.5708,83.8857,-0.0876
-0.0133,3.1416,82.419,-0.1434
-0.0133,4.7124,81.2383,-0.201
-0.0133,6.2832,80.2738,-0.2599
-0.0067,-6.2832,68.64,0.082
-0.0067,-4.7124,63.9612,0.0733
-0.0067,-3.1416,60.6322,0.0448
-0.0067,-1.5708,58.1796,0.0048
-0.0067,0,56.3208,-0.0422
-0.0067,1.5708,54.8784,-0.0938
-0.0067,3.1416,53.7368,-0.1484
-0.0067,4.7124,52.8178,-0.205
-0.0067,6.2832,52.067,-0.2632
0,-6.2832,36.0934,0.0615
0,-4.7124,32.6662,0.059
0,-3.1416,30.2276,0.0344
0,-1.5708,28.431,-0.0029
0,0,27.0693,-0.0482
0,1.5708,26.0128,-0.0985
0,3.1416,25.1765,-0.1521
0,4.7124,24.5033,-0.2081
0,6.2832,23.9534,-0.2657
0.0067,-6.2832,3.9261,0.0471
0.0067,-4.7124,1.6695,0.0489
0.0067,-3.1416,0.0639,0.0272
0.0067,-1.5708,-1.119,-0.0084
0.0067,0,-2.0155,-0.0524
0.0067,1.5708,-2.7112,-0.1017
0.0067,3.1416,-3.2618,-0.1547
0.0067,4.7124,-3.7051,-0.2102
0.0067,6.2832,-4.0671,-0.2674
0.0133,-6.2832,-27.8621,0.0385
0.0133,-4.7124,-29.0287,0.0429
0.0133,-3.1416,-29.8588,0.0228
0.0133,-1.5708,-30.4703,-0.0117
0.0133,0,-30.9339,-0.0549
0.0133,1.5708,-31.2935,-0.1037
0.0133,3.1416,-31.5782,-0.1563
0.0133,4.7124,-31.8073,-0.2115
0.0133,6.2832,-31.9945,-0.2685
0.02,-6.2832,-59.2711,0.0352
0.02,-4.7124,-59.4285,0.0406
0.02,-3.1416,-59.5405,0.0211
0.02,-1.5708,-59.6231,-0.0129
0.02,0,-59.6856,-0.0558
0.02,1.5708,-59.7341,-0.1045
0.02,3.1416,-59.7726,-0.1569
0.02,4.7124,-59.8035,-0.212
0.02,6.2832,-59.8287,-0.2689
0.0267,-6.2832,-90.3009,0.0368
0.0267,-4.7124,-89.5299,0.0417
0.0267,-3.1416,-88.9813,0.0219
0.0267,-1.5708,-88.5771,-0.0123
0.0267,0,-88.2708,-0.0554
0.0267,1.5708,-88.0331,-0.1041
0.0267,3.1416,-87.845,-0.1566
0.0267,4.7124,-87.6935,-0.2117
0.0267,6.2832,-87.5698,-0.2687
