70,0.1,0.005,30,60,90,120,150
-0.05,-6.2832,32.94,0.019026,30,3.4766e-06,0,0
-0.05,-6.0267,32.965,0.018371,30,3.5059e-06,0,0
-0.05,-5.7703,32.99,0.017717,30,3.5356e-06,0,0
-0.05,-5.5138,33.016,0.017062,30,3.5657e-06,0,0
-0.05,-5.2574,33.042,0.016409,30,3.5961e-06,0,0
-0.05,-5.0009,33.068,0.015756,30,3.6269e-06,0,0
-0.05,-4.7444,33.094,0.015103,30,3.6582e-06,0,0
-0.05,-4.488,33.121,0.014451,30,3.6898e-06,0,0
-0.05,-4.2315,33.148,0.0138,30,3.7219e-06,0,0
-0.05,-3.9751,33.175,0.013149,30,3.7543e-06,0,0
-0.05,-3.7186,33.203,0.012498,30,3.7872e-06,0,0
-0.05,-3.4622,33.231,0.011849,30,3.8206e-06,0,0
-0.05,-3.2057,33.26,0.0112,30,3.8543e-06,0,0
-0.05,-2.9493,33.289,0.010551,30,3.8885e-06,0,0
-0.05,-2.6928,33.318,0.0099032,30,3.9232e-06,0,0
-0.05,-2.4363,33.348,0.009256,30,3.9584e-06,0,0
-0.05,-2.1799,33.378,0.0086095,30,3.994e-06,0,0
-0.05,-1.9234,33.409,0.0079636,30,4.0301e-06,0,0
-0.05,-1.667,33.439,0.0073184,30,4.0667e-06,0,0
-0.05,-1.4105,33.471,0.0066739,30,4.1038e-06,0,0
-0.05,-1.1541,33.503,0.0060301,30,4.1414e-06,0,0
-0.05,-0.8976,33.535,0.0053871,30,4.1795e-06,0,0
-0.05,-0.64114,33.568,0.0047449,30,4.2182e-06,0,0
-0.05,-0.38468,33.601,0.0041034,30,4.2573e-06,0,0
-0.05,-0.12823,33.634,0.0034627,30,4.2971e-06,0,0
-0.05,0.12823,33.668,0.0028228,30,4.3374e-06,0,0
-0.05,0.38468,33.703,0.0021837,30,4.3782e-06,0,0
-0.05,0.64114,33.738,0.0015455,30,4.4197e-06,0,0
-0.05,0.8976,33.774,0.00090822,30,4.4617e-06,0,0
-0.05,1.1541,33.81,0.00027178,30,4.5044e-06,0,0
-0.05,1.4105,33.846,-0.00036374,30,4.5476e-06,0,0
-0.05,1.667,33.883,-0.00099833,30,4.5915e-06,0,0
-0.05,1.9234,33.921,-0.001632,30,4.636e-06,0,0
-0.05,2.1799,33.959,-0.0022646,30,4.6812e-06,0,0
-0.05,2.4363,33.998,-0.0028963,30,4.727e-06,0,0
-0.05,2.6928,34.037,-0.0035269,30,4.7736e-06,0,0
-0.05,2.9493,34.077,-0.0041564,30,4.8208e-06,0,0
-0.05,3.2057,34.118,-0.0047849,30,4.8687e-06,0,0
-0.05,3.4622,34.159,-0.0054123,30,4.9173e-06,0,0
-0.05,3.7186,34.201,-0.0060385,30,4.9666e-06,0,0
-0.05,3.9751,34.243,-0.0066635,30,5.0167e-06,0,0
-0.05,4.2315,34.286,-0.0072874,30,5.0676e-06,0,0
-0.05,4.488,34.33,-0.00791,30,5.1192e-06,0,0
-0.05,4.7444,34.374,-0.0085314,30,5.1717e-06,0,0
-0.05,5.0009,34.419,-0.0091515,30,5.2249e-06,0,0
-0.05,5.2574,34.465,-0.0097703,30,5.279e-06,0,0
-0.05,5.5138,34.511,-0.010388,30,5.3339e-06,0,0
-0.05,5.7703,34.558,-0.011004,30,5.3897e-06,0,0
-0.05,6.0267,34.606,-0.011618,30,5.4463e-06,0,0
-0.05,6.2832,34.655,-0.012231,30,5.5039e-06,0,0
-0.047959,-6.2832,31.692,0.019113,30,3.6095e-06,0,0
-0.047959,-6.0267,31.717,0.018459,30,3.6399e-06,0,0
-0.047959,-5.7703,31.742,0.017806,30,3.6707e-06,0,0
-0.047959,-5.5138,31.767,0.017153,30,3.7019e-06,0,0
-0.047959,-5.2574,31.793,0.0165,30,3.7335e-06,0,0
-0.047959,-5.0009,31.819,0.015848,30,3.7655e-06,0,0
-0.047959,-4.7444,31.845,0.015197,30,3.7979e-06,0,0
-0.047959,-4.488,31.871,0.014546,30,3.8308e-06,0,0
-0.047959,-4.2315,31.898,0.013896,30,3.8641e-06,0,0
-0.047959,-3.9751,31.925,0.013246,30,3.8978e-06,0,0
-0.047959,-3.7186,31.953,0.012597,30,3.9319e-06,0,0
-0.047959,-3.4622,31.981,0.011949,30,3.9665e-06,0,0
-0.047959,-3.2057,32.009,0.011301,30,4.0016e-06,0,0
-0.047959,-2.9493,32.038,0.010654,30,4.0371e-06,0,0
-0.047959,-2.6928,32.067,0.010007,30,4.0731e-06,0,0
-0.047959,-2.4363,32.097,0.0093614,30,4.1096e-06,0,0
-0.047959,-2.1799,32.126,0.0087163,30,4.1466e-06,0,0
-0.047959,-1.9234,32.157,0.0080719,30,4.1841e-06,0,0
-0.047959,-1.667,32.187,0.0074282,30,4.222e-06,0,0
-0.047959,-1.4105,32.219,0.0067852,30,4.2606e-06,0,0
-0.047959,-1.1541,32.25,0.0061429,30,4.2996e-06,0,0
-0.047959,-0.8976,32.282,0.0055015,30,4.3392e-06,0,0
-0.047959,-0.64114,32.315,0.0048608,30,4.3793e-06,0,0
-0.047959,-0.38468,32.347,0.0042209,30,4.42e-06,0,0
-0.047959,-0.12823,32.381,0.0035819,30,4.4612e-06,0,0
-0.047959,0.12823,32.415,0.0029437,30,4.5031e-06,0,0
-0.047959,0.38468,32.449,0.0023064,30,4.5455e-06,0,0
-0.047959,0.64114,32.484,0.0016699,30,4.5885e-06,0,0
-0.047959,0.8976,32.519,0.0010344,30,4.6322e-06,0,0
-0.047959,1.1541,32.555,0.00039974,30,4.6765e-06,0,0
-0.047959,1.4105,32.591,-0.00023394,30,4.7214e-06,0,0
-0.047959,1.667,32.628,-0.00086664,30,4.7669e-06,0,0
-0.047959,1.9234,32.665,-0.0014984,30,4.8132e-06,0,0
-0.047959,2.1799,32.703,-0.002129,30,4.86e-06,0,0
-0.047959,2.4363,32.741,-0.0027587,30,4.9076e-06,0,0
-0.047959,2.6928,32.781,-0.0033873,30,4.9559e-06,0,0
-0.047959,2.9493,32.82,-0.0040147,30,5.0049e-06,0,0
-0.047959,3.2057,32.86,-0.0046411,30,5.0547e-06,0,0
-0.047959,3.4622,32.901,-0.0052663,30,5.1051e-06,0,0
-0.047959,3.7186,32.943,-0.0058903,30,5.1564e-06,0,0
-0.047959,3.9751,32.985,-0.0065131,30,5.2084e-06,0,0
-0.047959,4.2315,33.027,-0.0071347,30,5.2612e-06,0,0
-0.047959,4.488,33.071,-0.007755,30,5.3148e-06,0,0
-0.047959,4.7444,33.115,-0.008374,30,5.3692e-06,0,0
-0.047959,5.0009,33.159,-0.0089917,30,5.4245e-06,0,0
-0.047959,5.2574,33.205,-0.0096079,30,5.4807e-06,0,0
-0.047959,5.5138,33.251,-0.010223,30,5.5377e-06,0,0
-0.047959,5.7703,33.297,-0.010836,30,5.5956e-06,0,0
-0.047959,6.0267,33.345,-0.011448,30,5.6544e-06,0,0
-0.047959,6.2832,33.393,-0.012059,30,5.7141e-06,0,0
-0.045918,-6.2832,30.443,0.019199,30,3.7412e-06,0,0
-0.045918,-6.0267,30.468,0.018546,30,3.7727e-06,0,0
-0.045918,-5.7703,30.492,0.017894,30,3.8047e-06,0,0
-0.045918,-5.5138,30.517,0.017242,30,3.837e-06,0,0
-0.045918,-5.2574,30.543,0.016591,30,3.8698e-06,0,0
