-0.005,-120,-0.0072567,0.12001,21,1.25E-07
-0.005,-110,-0.0085683,0.11001,21,1.47E-07
-0.005,-100,-0.010243,0.10001,21,1.74E-07
-0.005,-90,-0.012428,0.090013,21,2.09E-07
-0.005,-80,-0.015355,0.080017,21,2.56E-07
-0.005,-70,-0.019401,0.070024,21,3.22E-07
-0.005,-60,-0.02522,0.060036,21,4.16E-07
-0.005,-50,-0.034019,0.050056,21,5.58E-07
-0.005,-40,-0.048249,0.040093,21,7.88E-07
-0.005,-30,-0.073502,0.030175,21,1.20E-06
-0.005,-20,-0.12499,0.020386,21,2.03E-06
-0.005,-10,-0.25724,0.011136,21,4.16E-06
-0.005,0,-0.80157,0.0062388,21,1.30E-05
-0.005,10,-14.408,0.465,21,0.00023283
-0.005,20,-2.8752,-0.062354,21,4.65E-05
-0.005,30,-0.47986,-0.032892,21,7.76E-06
-0.005,40,-0.1892,-0.040718,21,3.07E-06
-0.005,50,-0.10034,-0.050278,21,1.63E-06
-0.005,60,-0.061929,-0.060135,21,1.01E-06
-0.005,70,-0.041918,-0.070076,21,6.85E-07
-0.005,80,-0.030187,-0.080047,21,4.96E-07
-0.005,90,-0.022726,-0.090031,21,3.75E-07
-0.005,100,-0.017689,-0.10002,21,2.94E-07
-0.005,110,-0.014129,-0.11002,21,2.36E-07
-0.005,120,-0.01152,-0.12001,21,1.94E-07
-0.004,-120,-0.0078139,0.12001,21,1.24E-07
-0.004,-110,-0.0092028,0.11001,21,1.45E-07
-0.004,-100,-0.010976,0.10001,21,1.71E-07
-0.004,-90,-0.01329,0.090013,21,2.06E-07
-0.004,-80,-0.01639,0.080017,21,2.53E-07
-0.004,-70,-0.020674,0.070024,21,3.17E-07
-0.004,-60,-0.026836,0.060035,21,4.10E-07
-0.004,-50,-0.036154,0.050055,21,5.50E-07
-0.004,-40,-0.051222,0.040092,21,7.77E-07
-0.004,-30,-0.077964,0.030172,21,1.18E-06
-0.004,-20,-0.13249,0.020381,21,2.00E-06
-0.004,-10,-0.27253,0.011121,21,4.11E-06
-0.004,0,-0.84894,0.0061528,21,1.28E-05
-0.004,10,-15.257,0.45846,21,0.00022961
-0.004,20,-3.0448,-0.06177,21,4.58E-05
-0.004,30,-0.50827,-0.032852,21,7.66E-06
-0.004,40,-0.20048,-0.040708,21,3.02E-06
-0.004,50,-0.10638,-0.050274,21,1.61E-06
-0.004,60,-0.065709,-0.060134,21,9.95E-07
-0.004,70,-0.044518,-0.070075,21,6.76E-07
-0.004,80,-0.032095,-0.080046,21,4.89E-07
-0.004,90,-0.024195,-0.09003,21,3.70E-07
-0.004,100,-0.018861,-0.10002,21,2.90E-07
-0.004,110,-0.015091,-0.11002,21,2.33E-07
-0.004,120,-0.012328,-0.12001,21,1.92E-07
-0.003,-120,-0.008376,0.12001,21,1.22E-07
-0.003,-110,-0.009843,0.11001,21,1.42E-07
-0.003,-100,-0.011716,0.10001,21,1.69E-07
-0.003,-90,-0.01416,0.090012,21,2.03E-07
-0.003,-80,-0.017434,0.080017,21,2.49E-07
-0.003,-70,-0.02196,0.070024,21,3.12E-07
-0.003,-60,-0.028468,0.060035,21,4.04E-07
-0.003,-50,-0.03831,0.050054,21,5.42E-07
-0.003,-40,-0.054226,0.040091,21,7.65E-07
-0.003,-30,-0.082472,0.03017,21,1.16E-06
-0.003,-20,-0.14006,0.020375,21,1.97E-06
-0.003,-10,-0.28799,0.011104,21,4.05E-06
-0.003,0,-0.89682,0.0060618,21,1.26E-05
-0.003,10,-16.115,0.45153,21,0.00022622
-0.003,20,-3.2162,-0.061153,21,4.52E-05
-0.003,30,-0.53699,-0.032809,21,7.54E-06
-0.003,40,-0.21188,-0.040697,21,2.98E-06
-0.003,50,-0.11249,-0.05027,21,1.58E-06
-0.003,60,-0.069528,-0.060132,21,9.80E-07
-0.003,70,-0.047145,-0.070074,21,6.66E-07
-0.003,80,-0.034023,-0.080045,21,4.82E-07
-0.003,90,-0.025678,-0.09003,21,3.65E-07
-0.003,100,-0.020044,-0.10002,21,2.86E-07
-0.003,110,-0.016062,-0.11001,21,2.30E-07
-0.003,120,-0.013144,-0.12001,21,1.89E-07
-0.002,-120,-0.008943,0.12001,21,1.20E-07
-0.002,-110,-0.010489,0.11001,21,1.40E-07
-0.002,-100,-0.012463,0.10001,21,1.66E-07
-0.002,-90,-0.015039,0.090012,21,2.00E-07
-0.002,-80,-0.018489,0.080017,21,2.45E-07
-0.002,-70,-0.023258,0.070023,21,3.08E-07
-0.002,-60,-0.030116,0.060034,21,3.97E-07
-0.002,-50,-0.040489,0.050053,21,5.33E-07
-0.002,-40,-0.057261,0.040089,21,7.53E-07
-0.002,-30,-0.087028,0.030167,21,1.14E-06
-0.002,-20,-0.14772,0.020369,21,1.94E-06
-0.002,-10,-0.30361,0.011087,21,3.98E-06
-0.002,0,-0.94521,0.0059658,21,1.24E-05
-0.002,10,-16.983,0.44422,21,0.00022264
-0.002,20,-3.3895,-0.060501,21,4.44E-05
-0.002,30,-0.56601,-0.032765,21,7.42E-06
