70,0.15,0.005,0,31,72
-0.075,-6.2832,30,0.025133,0,5.5909e-06
-0.075,-5.6218,30,0.022487,0,5.6752e-06
-0.075,-4.9604,30,0.019842,0,5.7614e-06
-0.075,-4.299,30,0.017196,0,5.8496e-06
-0.075,-3.6376,30,0.014551,0,5.9399e-06
-0.075,-2.9762,30,0.011905,0,6.0322e-06
-0.075,-2.3149,30,0.0092594,0,6.1268e-06
-0.075,-1.6535,30,0.0066139,0,6.2235e-06
-0.075,-0.99208,30,0.0039683,0,6.3226e-06
-0.075,-0.33069,30,0.0013228,0,6.4241e-06
-0.075,0.33069,30,-0.0013228,0,6.528e-06
-0.075,0.99208,30,-0.0039683,0,6.6345e-06
-0.075,1.6535,30,-0.0066139,0,6.7436e-06
-0.075,2.3149,30,-0.0092594,0,6.8554e-06
-0.075,2.9762,30,-0.011905,0,6.97e-06
-0.075,3.6376,30,-0.014551,0,7.0875e-06
-0.075,4.299,30,-0.017196,0,7.208e-06
-0.075,4.9604,30,-0.019842,0,7.3316e-06
-0.075,5.6218,30,-0.022487,0,7.4585e-06
-0.075,6.2832,30,-0.025133,0,7.5886e-06
-0.067105,-6.2832,26.842,0.025133,0,6.1381e-06
-0.067105,-5.6218,26.842,0.022487,0,6.2307e-06
-0.067105,-4.9604,26.842,0.019842,0,6.3254e-06
-0.067105,-4.299,26.842,0.017196,0,6.4222e-06
-0.067105,-3.6376,26.842,0.014551,0,6.5213e-06
-0.067105,-2.9762,26.842,0.011905,0,6.6227e-06
-0.067105,-2.3149,26.842,0.0092594,0,6.7265e-06
-0.067105,-1.6535,26.842,0.0066139,0,6.8327e-06
-0.067105,-0.99208,26.842,0.0039683,0,6.9415e-06
-0.067105,-0.33069,26.842,0.0013228,0,7.0529e-06
-0.067105,0.33069,26.842,-0.0013228,0,7.167e-06
-0.067105,0.99208,26.842,-0.0039683,0,7.2839e-06
-0.067105,1.6535,26.842,-0.0066139,0,7.4037e-06
-0.067105,2.3149,26.842,-0.0092594,0,7.5264e-06
-0.067105,2.9762,26.842,-0.011905,0,7.6523e-06
-0.067105,3.6376,26.842,-0.014551,0,7.7813e-06
-0.067105,4.299,26.842,-0.017196,0,7.9136e-06
